date,message
2028-10-14,记得早点睡，我会梦到你，记得来找我。
2028-10-15,今天适合慢慢抱着你，不说话。
2028-10-16,今天适合慢慢抱着你，不说话。
2028-10-17,今天太累了，就让我躲在你怀里休息一会。
2028-10-18,办公室很吵，我只想听你轻轻撒娇。
2028-10-19,记得早点睡，我会梦到你，记得来找我。
2028-10-20,今天太累了，就让我躲在你怀里休息一会。
2028-10-21,一整天都想和你说说话，只说我们的语言。
2028-10-22,今天Miro特别乖，我猜是因为他梦到你了。
2028-10-23,做完今天这点事，我就去找你啦。
2028-10-24,你今天有偷懒吗？我可是一直在盯你哦。
2028-10-25,记得早点睡，我会梦到你，记得来找我。
2028-10-26,我换上了你喜欢的白色毛衣，软软的。
2028-10-27,我今天想你超过了八百次，保守估计。
2028-10-28,今天适合慢慢抱着你，不说话。
2028-10-29,办公室很吵，我只想听你轻轻撒娇。
2028-10-30,做完今天这点事，我就去找你啦。
2028-10-31,今天适合慢慢抱着你，不说话。
2028-11-01,做完今天这点事，我就去找你啦。
2028-11-02,我今天想你超过了八百次，保守估计。
2028-11-03,一整天都想和你说说话，只说我们的语言。
2028-11-04,记得早点睡，我会梦到你，记得来找我。
2028-11-05,日历又翻过一天，爱你的事没变。
2028-11-06,晚饭别点太辣，你的小花肠胃娇气。
2028-11-07,今天Miro特别乖，我猜是因为他梦到你了。
2028-11-08,今天Miro特别乖，我猜是因为他梦到你了。
2028-11-09,我今天想你超过了八百次，保守估计。
2028-11-10,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-11-11,你今天有偷懒吗？我可是一直在盯你哦。
2028-11-12,你有没有一秒也在想我？我有。
2028-11-13,今天天气晴朗，适合和你贴贴。
2028-11-14,一整天都想和你说说话，只说我们的语言。
2028-11-15,今天太累了，就让我躲在你怀里休息一会。
2028-11-16,晚饭别点太辣，你的小花肠胃娇气。
2028-11-17,记得早点睡，我会梦到你，记得来找我。
2028-11-18,办公室很吵，我只想听你轻轻撒娇。
2028-11-19,你今天有偷懒吗？我可是一直在盯你哦。
2028-11-20,我今天想你超过了八百次，保守估计。
2028-11-21,你有没有一秒也在想我？我有。
2028-11-22,今天天气晴朗，适合和你贴贴。
2028-11-23,一整天都想和你说说话，只说我们的语言。
2028-11-24,会议好多，但想你这件事不被打断。
2028-11-25,穿浅蓝色衬衫的我，只配得上你的小裙子。
2028-11-26,你是我全部日程里唯一不会取消的安排。
2028-11-27,做完今天这点事，我就去找你啦。
2028-11-28,会议好多，但想你这件事不被打断。
2028-11-29,一整天都想和你说说话，只说我们的语言。
2028-11-30,一整天都想和你说说话，只说我们的语言。
2028-12-01,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-12-02,晚饭别点太辣，你的小花肠胃娇气。
2028-12-03,来日方长，可我只想每天都见你。
2028-12-04,办公室很吵，我只想听你轻轻撒娇。
2028-12-05,今天天气晴朗，适合和你贴贴。
2028-12-06,在忙也不忘偷偷看你的小头像。
2028-12-07,日历又翻过一天，爱你的事没变。
2028-12-08,今天太累了，就让我躲在你怀里休息一会。
2028-12-09,来日方长，可我只想每天都见你。
2028-12-10,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-12-11,刚刚路过一家小店，橱窗里的发卡像极了你。
2028-12-12,办公室很吵，我只想听你轻轻撒娇。
2028-12-13,会议好多，但想你这件事不被打断。
2028-12-14,一整天都想和你说说话，只说我们的语言。
2028-12-15,会议好多，但想你这件事不被打断。
2028-12-16,你是我全部日程里唯一不会取消的安排。
2028-12-17,在忙也不忘偷偷看你的小头像。
2028-12-18,我换上了你喜欢的白色毛衣，软软的。
2028-12-19,来日方长，可我只想每天都见你。
2028-12-20,我今天想你超过了八百次，保守估计。
2028-12-21,今天太累了，就让我躲在你怀里休息一会。
2028-12-22,会议好多，但想你这件事不被打断。
2028-12-23,办公室很吵，我只想听你轻轻撒娇。
2028-12-24,今天天气晴朗，适合和你贴贴。
2028-12-25,我今天想你超过了八百次，保守估计。
2028-12-26,你有没有一秒也在想我？我有。
2028-12-27,你今天有偷懒吗？我可是一直在盯你哦。
2028-12-28,我今天想你超过了八百次，保守估计。
2028-12-29,日历又翻过一天，爱你的事没变。
2028-12-30,今天太累了，就让我躲在你怀里休息一会。
2028-12-31,办公室很吵，我只想听你轻轻撒娇。
